track_id,logM,logR,compactness,MgFe,lum_age_gyr,log_ssfr,DoR
77763,9.24656,0.45825508,8.559177,0.089977525,5.0089517,-10.276336703644846,0.4110256703517936
47566,10.105426,0.45883143,9.417179,0.08619162,2.9747648,-9.986430211209331,0.1025884580749007
19498,11.12506,0.75870794,9.986999,0.19816652,10.092552,-12.869394340910283,0.2437815236957335
46088,10.728262,0.5244597,9.941572,0.091885544,4.2624607,-10.106760943615827,0.2008797591517819
48261,9.144817,0.3780344,8.577765,0.13757622,1.9222131,-9.562263488045062,0.1409447662692295
200709,9.659264,0.34112793,9.147572,0.10682268,2.3215857,-9.81511857709089,0.1188889957390512
7367,10.5863,0.49261773,9.847373,0.08223417,4.583452,-10.118413385630094,0.2409066733895039
801124,9.710468,0.40947515,9.096255,0.11881586,8.360694,,0.1610248388548701
127454,9.938872,0.35157537,9.4115095,0.18118182,10.107482,,0.5689327826323863
82881,10.093969,0.4055859,9.48559,0.089471065,5.8674154,-10.447481913203564,0.1360458626995344
81665,10.814778,0.7033481,9.759756,0.13706061,8.838449,-11.290319229087755,0.2064182128029462
53388,10.350454,0.5381087,9.543291,0.07935422,7.442511,-11.310429435890542,0.1801875458312413
632085,9.630957,0.46455345,8.934127,0.10743778,3.1277955,-9.86393288577768,0.13619002537081
615125,10.9104395,0.7306792,9.814421,0.14291471,8.211396,-13.238932330716976,0.1519754083095047
207964,10.918696,0.69806784,9.871594,0.23584375,10.973412,-12.71944557067352,0.121100934496185
53819,9.999358,0.4741111,9.288192,0.09446295,2.3215857,-9.993926712459618,0.2379244700593872
57503,10.475771,0.5118997,9.707921,0.086638026,4.2027416,-10.29188189114826,0.1233616598518734
19723,10.7768,0.5139339,10.005899,0.08340251,5.5613546,-10.583571808449827,0.3991742377433773
273584,10.293111,0.494744,9.550995,0.10777389,3.1128654,-10.263190274919713,0.204040332959914
20589,10.760628,0.4387926,10.102439,0.08797712,8.256186,-12.090693019322542,0.2048338576609566
7454,10.189238,0.5695729,9.334878,0.0996143,2.6500413,-9.77430167445814,0.2594039708304478
57330,10.48308,0.27737933,10.067011,0.27773666,11.242147,,0.2378670878166641
178949,9.53971,0.52247435,8.755999,0.10665726,2.1722875,-10.128201311121309,0.3101298207380095
389909,9.004947,0.65112823,8.0282545,0.13336241,3.2584312,-10.205281681432824,0.188059890913247
121984,10.279517,0.26585656,9.880733,0.29236016,7.3678617,-10.586771608899696,0.1017189769494189
83079,10.626572,0.37872764,10.05848,0.18094063,7.7485723,-12.167628281404022,0.2771482630550809
123286,10.1331215,0.2346726,9.781113,0.35936728,12.4663925,,0.316448127694601
87588,10.682154,0.43576613,10.028504,0.08918301,5.673328,-10.389603760916026,0.1235432209434112
57440,10.320707,0.641402,9.358604,0.09221541,3.1800497,-10.244667426341294,0.0990164930449887
89453,10.5637455,0.61003137,9.648699,0.081420116,6.487003,-10.652086218864232,0.0940444010842723
22219,10.680741,0.78720564,9.499933,0.24809366,11.0182,,0.2588953934920081
