HaloCatalogueIndex,DoR,logM,logR,compactness,exsitu_frac
49412,0.7398155574074718,9.451131,-0.18427582,9.727545,0.0015126298609981729
49562,0.6331006356274026,10.580547,0.5559718,9.74659,0.4323710756962936
51474,0.6135802877116582,11.344051,1.0468429,9.773787,0.6804681895289981
316144,0.6214114278046751,10.2543,0.7175462,9.17798,0.07695736707033522
2604197,0.6674939213376935,10.67719,0.32575306,10.1885605,0.28603537171757504
53398,0.6135585099956606,10.841962,0.76501465,9.69444,0.6875654658676301
690249,0.6034784938415919,10.468338,0.3327392,9.969229,0.013346281656386431
1406104,0.6661149855419845,10.48917,0.26898906,10.085687,0.08078707756529256
4914,0.603250041329766,9.767633,0.1353431,9.564619,0.00336247409323764
139198,0.6171329942736591,10.444633,0.7734697,9.284428,0.22889200426450457
1411684,0.6485807540199461,10.728262,0.65846443,9.740565,0.5010676776554599
2687587,0.6543468626512038,10.518399,0.31705898,10.04281,0.24546741742248937
717639,0.6098542589930279,10.505357,0.50001466,9.755335,0.10842713220900616
154382,0.6590025718223093,10.3025055,0.24844581,9.929837,0.10674785479545622
52285,0.6558991111128528,10.216855,0.3218228,9.734121,0.0010064293418591856
325018,0.6499127719203154,9.463698,-0.21036741,9.779249,0.0
682377,0.7124545366045215,9.545181,-0.16690171,9.795534,0.046299831246767405
53810,0.646345198594246,10.899466,0.5900603,10.014375,0.5074586949946592
146543,0.6374250543638406,10.487517,0.24610206,10.118364,0.1024763037149746
429,0.679367329402015,10.220442,0.20677255,9.910283,0.05781002208601125
45660,0.7019198732441669,10.008183,0.4850926,9.280543,0.008347373825280998
134041,0.6539438614173496,10.38881,0.2991306,9.940114,0.07022257505436608
682784,0.691543936038801,10.53355,0.07352168,10.423267,0.05342107021792213
1370726,0.6299987347079491,9.052533,0.31705898,8.576944,0.03355290397131103
684934,0.6681414031623797,10.567893,0.4942134,9.826572,0.2589065723398106
1373485,0.6510122956417426,10.441576,0.16804738,10.189505,0.015754261790411034
5359757,0.6435201695617346,9.341664,-0.17302726,9.601205,0.0
5612,0.6969484753478227,10.902872,0.4942134,10.161552,0.6171052884799161
56230,0.6390757830224267,10.3949995,0.35670635,9.85994,0.004121805454859688
2677265,0.6818709786351004,10.268693,0.34787294,9.746883,0.1095197273237674
2679391,0.6949853270504308,10.573813,0.21391739,10.252937,0.03291261055975005
1404994,0.6032449223369113,10.715393,0.7000555,9.66531,0.5038464491294496
340024,0.6532958707570389,10.264564,0.70400363,9.208558,0.05391241355079124
153297,0.6759685572376042,10.206966,0.6376024,9.250563,0.30224959312189803
1442638,0.6268365252058251,10.20167,0.28345957,9.776481,0.045100942837995706
302055,0.6525797723623922,10.137467,0.259523,9.748183,0.28681820748777215
756488,0.6093760444754209,10.494089,0.58015525,9.623857,0.17202217045230692
69297,0.605413483466434,11.011827,0.53231156,10.21336,0.4619345592707178
7139,0.6351547256914025,9.980708,0.32575306,9.492079,0.03259171472099381
710029,0.6409975243643615,9.411907,-0.03652288,9.466692,0.0011831192244413436
312471,0.6396887980419201,10.472927,0.54382944,9.657183,0.010603466353886313
808565,0.6140029010090511,10.451282,0.3916926,9.863743,0.018228610441276844
61324,0.6857308731377393,10.014788,0.21137913,9.697719,0.004232663221821186
297376,0.6866315743227543,10.09737,0.19688404,9.802044,0.00743784898957941
729799,0.6075354512707395,9.91531,0.21442327,9.593675,0.0035573244323629212
1461168,0.6945604186490201,9.0367565,-0.08559676,9.165152,0.0031373592483852734
6818,0.6470608066618607,10.631353,0.39437345,10.039793,0.16156223101729558
784221,0.6924446016169572,9.205647,-0.14902699,9.429188,0.0050034200153102
72514,0.7358321961981545,9.188826,-0.25048465,9.564552,0.008348153668084623
801128,0.6113815652993632,9.743065,0.0022406976,9.739704,0.000372586197169294
1451575,0.6649807873984348,11.005846,0.4894086,10.271733,0.32326423872023
493,0.6155267517220521,10.042561,0.25906706,9.65396,0.0019627851196169347
65590,0.6033561670766467,10.242821,0.23128156,9.895899,0.002310984951890899
759540,0.636711124282444,9.800386,0.03170919,9.752823,0.014758113175073227
1542414,0.632163275205445,10.778498,0.46851447,10.075726,0.18626828320611175
4206505,0.6274229961541008,9.982477,0.15549135,9.74924,0.005146626657161205
1568419,0.6116856779612636,10.494633,0.22786382,10.152837,0.22105406991296558
171276,0.602874772643495,10.63056,0.562372,9.787002,0.1988619823839519
171673,0.734682944021175,9.785362,-0.03293365,9.834763,0.00017403596821736198
385504,0.6768635965721616,10.005679,0.340372,9.495121,0.02928772351452012
789267,0.7090781361721415,9.504693,-0.18427582,9.781107,0.00031085114795605833
789289,0.64428074205663,9.789512,0.024723064,9.752427,0.013288506113311461
1572882,0.6322436242658837,9.895278,0.15024829,9.669906,0.0028094625360254775
3055207,0.6136808702168888,10.263178,0.68662953,9.233233,0.04644911800794539
7317,0.6192068633432238,10.350454,0.6642455,9.354086,0.25600597156191574
75753,0.6016829810267675,10.633724,0.40166155,10.031232,0.4238658233099228
735322,0.6212170663676969,9.550584,0.30573598,9.09198,0.000887527442153814
6334,0.7161295565286975,10.26915,0.2418512,9.906373,0.028240539086468158
769618,0.6520426553405002,10.823011,0.33427653,10.321596,0.22575310381025906
378098,0.670042916486978,10.261788,0.37941974,9.692658,0.009680869612713906
378100,0.6586082152445699,9.957965,0.14907452,9.734353,0.018537804792463693
70751,0.6071907853023358,9.85221,0.1167542,9.677079,0.0013481877003949927
73351,0.6182077740095974,10.384634,0.29746345,9.938438,0.030132060098608082
813650,0.6314186999791817,10.333482,0.4234449,9.698315,0.105804192947798
376593,0.6373428868167499,10.171897,0.2716562,9.764413,0.026724148029096728
383198,0.6782191570767805,10.160916,0.5052221,9.403083,0.01731937856137627
75729,0.6087235204754728,9.954213,0.17363684,9.693758,0.0021504996268284604
1634879,0.6150355742763886,9.7783575,0.17860658,9.5104475,0.0026330060810962385
6354,0.6592064537916286,10.26364,0.487256,9.532757,0.05892751284548473
6474,0.7317893798447779,10.245237,0.49791405,9.498366,0.0645168616770512
65193,0.6515945956376892,9.586629,0.92781305,8.194909,0.17269567488341744
748385,0.6827276342244004,9.100072,-0.16206272,9.343166,0.0008337471571203283
1533565,0.6916868491770868,10.272331,0.3380962,9.765187,0.05674498784935671
813496,0.6301922653218894,10.863383,0.55735123,10.027356,0.5090968091301858
4107179,0.6215625423296004,10.850657,0.6322264,9.902318,0.41147732435567796
774849,0.6719565437540477,10.4774685,0.3937048,9.886911,0.046008453863487696
72262,0.6794855734606449,10.369694,0.3288719,9.876386,0.17252639447066548
386766,0.6696043343421879,10.135611,0.6009918,9.234123,0.24070316720565207
64391,0.6151488291360955,10.956281,0.5968199,10.06105,0.19554284471994726
160741,0.6064768012123853,10.26364,0.8741591,8.952402,0.16423098593305652
162923,0.6786396658303682,9.003372,-0.16086136,9.244664,0.0
61127,0.6699223508183056,10.638428,0.1407681,10.427276,0.12701975933023715
750387,0.6231832383440952,10.45546,0.31062487,9.989522,0.06737534848765556
359382,0.6580374234559165,10.2399025,0.20831351,9.927432,0.008376593734051698
1506631,0.6094104634168761,10.299539,0.1802506,10.029162,0.004435613613392027
168374,0.6483397759946641,10.690533,0.30655462,10.2307005,0.5655616789755166
481,0.6486001002007352,10.100745,0.6886701,9.06774,0.34844986779617554
6399,0.6527093123761406,10.125568,0.1802506,9.855192,0.030888344614767985
66394,0.6451765239791749,10.452479,0.49155065,9.715154,0.014708101400665726
66449,0.6597457439161772,10.378294,0.27868944,9.960259,0.18888254184655556
761509,0.680198273787178,10.6877575,0.20263638,10.383803,0.16947137991274208
4153000,0.6582156716889987,9.61428,0.26675388,9.2141485,0.0035935834577542182
4285578,0.6509201777154335,9.203663,0.09733392,9.057662,0.0013478858315649973
5807583,0.603265189731833,10.659728,0.45069182,9.98369,0.06679046294272675
794862,0.6183361170396101,10.310044,0.3682115,9.757727,0.030479968613234616
10223610,0.6176055146725293,10.162086,0.27254158,9.753273,0.11874690948247084
75687,0.664511922614747,10.234007,0.34112793,9.722315,0.05403761467605857
6301,0.6267726950901156,10.918696,0.5219766,10.135732,0.39430236147721026
6453,0.6856859741322712,9.090283,-0.021904755,9.12314,0.0025956729758214976
372258,0.6469758089981922,10.700108,0.4399973,10.040112,0.09950692823254238
75441,0.6283978052976779,10.73829,0.22884306,10.395025,0.5037417905164681
176704,0.6385286141720474,10.286586,0.33657235,9.781727,0.0011848315242962105
73661,0.6716468067631327,10.468338,0.39902547,9.8698,0.10890828801957575
64105,0.7043249407385668,10.37186,0.31385386,9.901079,0.08553765521272694
361487,0.6423251547812795,10.2399025,0.31385386,9.769122,0.11409101625744272
767647,0.6636620526642281,10.081501,0.5154533,9.308321,0.05344150444619969
7274,0.6222500583236344,10.639207,0.8674672,9.338006,0.49784165501273264
735584,0.6998065777049812,10.18205,0.16295461,9.937618,0.002933450172638093
5647818,0.659300943594705,10.418912,0.13836534,10.211364,0.09553839372989889
805018,0.6186872361765806,10.494089,0.14375295,10.27846,0.06872628673406594
