soap_index,sgn,track_id,compactness,mass,r50_kpc,MgFe,lum_age_gyr,log_ssfr,DoR_choice
12798,4508,4508,8.953777313232422,3948209152.0,2.681732177734375,0.08849342911907263,3.2733612060546875,-9.81309225837837,0.1675172089271153
13317,171805,171805,10.00334644317627,143209218048.0,5.86700439453125,0.17654344614771209,9.390851020812988,-12.18278831071433,0.3769859710210947
13592,752025,752025,9.0182466506958,5026768384.0,2.8533935546875,0.14701945653453388,1.8139721155166626,-9.816257027782083,0.2383445107213249
13720,1930719,1930719,8.996392250061035,3494336000.0,2.315521240234375,0.1000654045118827,2.1722874641418457,-9.707233050553278,0.2212939973073763
13770,112637,112637,9.026883125305176,2937975296.0,1.9683837890625,0.20327673881191574,9.450571060180664,,0.7083097246610744
14723,8885,8885,9.720829963684082,50599546880.0,4.52423095703125,0.15258336659252483,10.226920127868652,,0.2372989838008888
14995,1049,1049,9.438380241394043,24167530496.0,4.26483154296875,0.2552743539207334,10.495656967163086,,0.1032245224918371
15473,1254,1254,9.707999229431152,55987462144.0,4.93621826171875,0.15074937570159222,8.435343742370605,,0.2517489964084587
15499,1075,1075,9.810263633728027,156639952896.0,8.3770751953125,0.2616303257491961,10.883831977844238,,0.1836316510873817
15711,319891,319891,9.030618667602539,8042829312.0,3.8299560546875,0.08240670063655653,3.321882963180542,-10.147973473165933,0.1880496610849205
16086,1276086,1276086,9.196610450744629,13665001472.0,4.2266845703125,0.12882902214136285,1.5694962739944458,-9.594245191172018,0.0985789856081093
16216,59178,59178,8.84957504272461,6754414592.0,4.5013427734375,0.13068040107562748,1.9520728588104248,-9.838069151160536,0.2247026795259106
16405,4357,4357,9.662132263183594,32796002304.0,3.7078857421875,0.09297408908873644,4.553592205047607,-10.640286234596305,0.2184280998895878
16496,684645,684645,10.076553344726562,56455974912.0,2.819061279296875,0.12916048586096895,7.838150501251221,,0.1860522034929229
16618,28525,28525,9.079533576965332,4485048320.0,2.407073974609375,0.14247194673965619,7.502230167388916,,0.2505614803005931
17864,158168,158168,9.52531623840332,25690202112.0,3.887176513671875,0.09250462040205976,4.016119003295898,-10.20739560108296,0.2431075637784934
17995,549,549,10.279156684875488,61297291264.0,2.1820068359375,0.25071777985308863,10.65988540649414,,0.1552569581239084
18050,113848,113848,9.26237678527832,5319589888.0,2.03704833984375,0.1194426798504779,9.15197467803955,,0.3147008174036406
18101,505873,505873,9.405861854553223,13547872256.0,3.047943115234375,0.09151161792317505,3.5197031497955322,-10.220893022628482,0.2848855993017264
18364,735446,735446,9.41600513458252,15324322816.0,3.25775146484375,0.10223368522120055,3.8966805934906006,-10.64866517322078,0.29207203009632
18437,986888,986888,9.101297378540039,7437664768.0,3.261566162109375,0.10424754749217849,3.2808258533477783,-10.247423793086618,0.2324515708574075
18774,115357,115357,9.685267448425293,30921945088.0,3.44085693359375,0.08636622104889177,4.180346965789795,-10.584768885685389,0.2811481672875409
20917,97114,97114,9.11854362487793,9438611456.0,3.72314453125,0.09483866626653811,2.892651081085205,-9.834523511637816,0.6514035648009217
20943,150616,150616,8.778768539428711,2054630528.0,2.269744873046875,0.08720172381939179,6.1585469245910645,,0.1668213596228623
22044,31563,31563,10.08218002319336,149768404992.0,5.3558349609375,0.19013492190272682,9.689447402954102,,0.5038112524873163
22095,68551,68551,9.271245002746582,7056996864.0,2.4261474609375,0.11404299653234853,6.322774887084961,-11.089853664831436,0.1985289668918099
23124,4630,4630,9.625118255615234,18642966528.0,2.69317626953125,0.08457645971809641,6.84531831741333,-10.589169824638514,0.3603326474391788
